Date,Location,Humidity9am,WindSpeed9am,Humidity3pm,WindSpeed3pm,SolarExp
15/04/2016,Perth,63,2,49,34,11.4
16/04/2016,Perth,61,3,43,4,8.4
17/04/2016,Perth,97,23,82,4,9
19/04/2016,Perth,97,8,64,4,5.1
20/04/2016,Perth,74,22,56,8,10
21/04/2016,Perth,69,4,46,3,8.1
22/04/2016,Perth,57,4,37,4,11.5
23/04/2016,Perth,47,10,27,3,10.9
25/04/2016,Perth,94,25,80,34,8.6
26/04/2016,Perth,79,4,75,3,11.1
27/04/2016,Perth,83,8,49,33,11.4
28/04/2016,Perth,80,25,68,17,8.9
29/04/2016,Perth,82,3,49,8,6.9
30/04/2016,Perth,64,25,46,34,8.3
1/05/2016,Perth,58,20,50,3,12.1
2/05/2016,Perth,69,25,78,32,10.2
3/05/2016,Perth,82,22,60,33,8.6
4/05/2016,Perth,82,23,59,3,4.2
5/05/2016,Perth,85,22,69,32,7.4
6/05/2016,Perth,93,23,71,3,7.2
7/05/2016,Perth,86,25,63,17,10
8/05/2016,Perth,65,25,46,6,7
10/05/2016,Perth,82,22,45,3,10.5
11/05/2016,Perth,69,23,42,3,8.1
12/05/2016,Perth,59,2,50,3,7.1
13/05/2016,Perth,86,25,68,34,7.6
15/05/2016,Perth,78,25,62,6,12.3
16/05/2016,Perth,78,22,46,33,12.1
17/05/2016,Perth,80,25,57,3,12.5
18/05/2016,Perth,87,23,67,34,13.8
19/05/2016,Perth,92,20,62,13,12.9
20/05/2016,Perth,78,25,61,4,11.7
21/05/2016,Perth,98,2,50,19,6.1
22/05/2016,Perth,80,8,56,6,3
23/05/2016,Perth,84,25,44,11,1.1
24/05/2016,Perth,71,5,69,6,5.2
25/05/2016,Perth,92,23,58,34,8.1
27/05/2016,Perth,79,22,43,34,14
28/05/2016,Perth,54,3,49,6,11.4
29/05/2016,Perth,80,23,50,13,7.6
30/05/2016,Perth,66,23,42,27,14.8
31/05/2016,Perth,69,20,43,4,11.7
1/06/2016,Perth,71,22,39,34,11.1
2/06/2016,Perth,59,2,42,4,7.2
3/06/2016,Perth,64,4,71,4,10.1
4/06/2016,Perth,73,2,52,3,15.9
5/06/2016,Perth,68,23,48,32,10.6
6/06/2016,Perth,88,25,83,34,14.4
7/06/2016,Perth,82,25,61,14,16.2
8/06/2016,Perth,69,25,51,6,16.1
9/06/2016,Perth,66,25,58,34,16.2
10/06/2016,Perth,96,22,83,34,13.7
11/06/2016,Perth,70,4,51,4,15.4
12/06/2016,Perth,61,4,47,6,14
13/06/2016,Perth,99,20,65,3,16.9
17/06/2016,Perth,75,2,64,3,9.2
18/06/2016,Perth,76,3,50,4,11.6
19/06/2016,Perth,71,25,74,3,15.1
20/06/2016,Perth,99,8,90,34,17.3
21/06/2016,Perth,79,8,53,34,17.8
24/06/2016,Perth,66,25,51,33,4.1
25/06/2016,Perth,98,22,56,4,7.9
26/06/2016,Perth,79,22,52,34,5.9
27/06/2016,Perth,67,23,40,3,16.6
28/06/2016,Perth,74,25,92,3,14.1
29/06/2016,Perth,95,22,60,6,6.8
30/06/2016,Perth,89,8,47,33,9.4
1/07/2016,Perth,85,22,42,32,3.9
2/07/2016,Perth,63,23,54,34,14
3/07/2016,Perth,82,20,57,8,12.3
4/07/2016,Perth,68,2,53,4,18.4
6/07/2016,Perth,73,22,58,34,13.3
7/07/2016,Perth,79,4,70,3,11.8
8/07/2016,Perth,78,7,51,4,18.9
9/07/2016,Perth,74,7,88,3,9.7
10/07/2016,Perth,85,4,67,11,12
12/07/2016,Perth,86,8,46,3,5.6
13/07/2016,Perth,76,23,42,4,21
14/07/2016,Perth,56,5,46,8,20.2
15/07/2016,Perth,50,2,41,11,20.4
16/07/2016,Perth,69,25,73,8,21.2
17/07/2016,Perth,74,3,52,8,19.3
18/07/2016,Perth,80,3,54,4,12.4
19/07/2016,Perth,81,23,48,27,17.2
20/07/2016,Perth,71,2,51,3,21.7
21/07/2016,Perth,91,3,51,8,20.4
22/07/2016,Perth,68,25,47,3,22.3
23/07/2016,Perth,75,22,91,6,11.7
24/07/2016,Perth,76,22,53,3,16.9
25/07/2016,Perth,72,22,52,27,24.1
26/07/2016,Perth,84,22,57,33,24.3
28/07/2016,Perth,72,20,38,13,24.5
29/07/2016,Perth,72,2,69,14,16.1
30/07/2016,Perth,61,22,59,8,7.9
31/07/2016,Perth,83,10,67,6,24.2
1/08/2016,Perth,77,22,44,34,16.2
2/08/2016,Perth,61,2,40,3,24.1
3/08/2016,Perth,52,2,43,34,23.4
4/08/2016,Perth,97,22,82,32,19.8
5/08/2016,Perth,99,23,70,33,22.3
6/08/2016,Perth,80,5,77,3,26.5
7/08/2016,Perth,63,2,45,8,25.7
8/08/2016,Perth,69,4,71,16,4.7
9/08/2016,Perth,67,23,51,8,25.9
10/08/2016,Perth,93,23,63,3,21.2
11/08/2016,Perth,76,2,56,11,14.4
12/08/2016,Perth,89,20,43,34,27.1
13/08/2016,Perth,69,22,44,27,18.3
14/08/2016,Perth,68,22,43,3,27
15/08/2016,Perth,61,2,66,3,22.6
16/08/2016,Perth,91,2,52,8,26.5
17/08/2016,Perth,94,5,70,14,28.6
19/08/2016,Perth,73,25,67,4,28.4
20/08/2016,Perth,97,23,58,6,26.7
21/08/2016,Perth,92,23,59,4,14.8
22/08/2016,Perth,72,3,49,6,22.1
23/08/2016,Perth,66,22,40,34,26.6
24/08/2016,Perth,66,25,42,34,27
25/08/2016,Perth,69,3,45,6,29.3
26/08/2016,Perth,46,5,40,4,29.3
27/08/2016,Perth,78,4,72,17,25.2
28/08/2016,Perth,69,4,63,16,27.7
1/09/2016,Perth,75,22,54,4,28.4
2/09/2016,Perth,71,8,56,4,14
3/09/2016,Perth,79,23,43,34,13.1
4/09/2016,Perth,67,8,44,8,24.4
5/09/2016,Perth,78,25,59,6,21.3
6/09/2016,Perth,80,25,58,4,14.8
7/09/2016,Perth,62,10,54,11,28.1
8/09/2016,Perth,58,2,49,34,28.5
9/09/2016,Perth,74,23,62,3,23
10/09/2016,Perth,82,25,64,6,26.4
11/09/2016,Perth,64,4,57,4,31.2
12/09/2016,Perth,57,7,41,8,4.1
13/09/2016,Perth,50,4,32,4,29.1
14/09/2016,Perth,57,3,44,14,29.5
15/09/2016,Perth,59,22,56,11,21.1
16/09/2016,Perth,60,10,45,34,4.4
17/09/2016,Perth,56,5,41,32,15.3
18/09/2016,Perth,62,2,68,11,25.9
19/09/2016,Perth,65,3,63,6,30.9
20/09/2016,Perth,58,23,44,34,16
21/09/2016,Perth,66,23,34,34,19.3
22/09/2016,Perth,74,23,74,8,27.8
23/09/2016,Perth,61,4,55,14,30.3
24/09/2016,Perth,71,22,49,6,32.8
25/09/2016,Perth,82,4,49,8,29.8
26/09/2016,Perth,67,2,62,6,22.9
27/09/2016,Perth,62,4,68,14,19.4
28/09/2016,Perth,55,4,49,8,34.6
29/09/2016,Perth,54,4,46,3,21.5
30/09/2016,Perth,63,23,63,11,29.1
1/10/2016,Perth,63,14,64,21,33.9
2/10/2016,Perth,58,7,54,11,21
3/10/2016,Perth,70,2,80,4,12.3
4/10/2016,Perth,85,23,62,6,20.2
5/10/2016,Perth,69,2,51,4,15.2
6/10/2016,Perth,72,3,63,8,21.6
7/10/2016,Perth,83,3,56,8,31.9
8/10/2016,Perth,91,25,71,8,34.3
9/10/2016,Perth,71,7,44,16,33.3
10/10/2016,Perth,56,25,48,8,32.5
11/10/2016,Perth,54,25,29,34,20.9
13/10/2016,Perth,75,25,60,4,32.2
14/10/2016,Perth,62,5,49,11,32.9
15/10/2016,Perth,63,7,49,16,23.4
16/10/2016,Perth,50,2,51,11,34.6
17/10/2016,Perth,61,2,58,11,27.4
18/10/2016,Perth,55,3,48,8,13.1
19/10/2016,Perth,61,25,57,11,34.6
20/10/2016,Perth,52,4,46,17,28.5
21/10/2016,Perth,46,4,28,33,34.8
22/10/2016,Perth,34,5,14,4,33.6
23/10/2016,Perth,27,23,19,4,30.3
24/10/2016,Perth,64,2,56,11,35.2
25/10/2016,Perth,51,22,62,8,34.8
26/10/2016,Perth,63,22,47,4,33.7
27/10/2016,Perth,59,3,48,11,19.2
28/10/2016,Perth,55,4,43,14,24.4
29/10/2016,Perth,77,3,51,14,35.3
30/10/2016,Perth,42,4,44,16,32.8
31/10/2016,Perth,53,3,48,14,36
1/11/2016,Perth,50,2,45,8,35.6
2/11/2016,Perth,45,23,30,6,34.9
3/11/2016,Perth,65,4,57,16,21.8
4/11/2016,Perth,69,25,53,11,21.1
5/11/2016,Perth,45,2,30,6,35.1
6/11/2016,Perth,64,4,67,11,34.9
7/11/2016,Perth,47,3,50,14,34.5
8/11/2016,Perth,50,23,46,6,34.2
9/11/2016,Perth,58,3,44,14,34.5
10/11/2016,Perth,52,2,87,6,34.7
11/11/2016,Perth,50,5,49,8,30.7
12/11/2016,Perth,46,25,52,14,20.6
13/11/2016,Perth,44,3,32,4,26.6
14/11/2016,Perth,16,12,9,3,31
15/11/2016,Perth,18,4,64,6,27.3
16/11/2016,Perth,63,23,64,34,28.1
17/11/2016,Perth,44,25,46,14,31.2
18/11/2016,Perth,42,2,30,8,25.2
19/11/2016,Perth,50,23,52,11,14.2
20/11/2016,Perth,43,5,47,17,20.5
21/11/2016,Perth,49,25,40,8,21.5
22/11/2016,Perth,39,2,38,14,22.1
23/11/2016,Perth,34,3,22,11,32
24/11/2016,Perth,34,3,25,11,32.6
25/11/2016,Perth,35,4,14,3,32.1
26/11/2016,Perth,23,5,11,34,25.9
27/11/2016,Perth,45,25,38,8,22.4
28/11/2016,Perth,45,22,45,6,27.6
29/11/2016,Perth,60,3,50,11,25.1
30/11/2016,Perth,52,23,52,16,21
1/12/2016,Perth,58,25,43,8,17
2/12/2016,Perth,46,25,39,4,9.8
3/12/2016,Perth,55,4,64,6,14.4
4/12/2016,Perth,42,4,41,14,15.2
5/12/2016,Perth,55,3,44,16,18
6/12/2016,Perth,55,23,46,8,28.8
7/12/2016,Perth,64,7,45,11,22.6
8/12/2016,Perth,40,4,34,8,25
9/12/2016,Perth,27,3,17,11,21.7
10/12/2016,Perth,16,10,25,4,31
11/12/2016,Perth,67,4,42,4,25.6
12/12/2016,Perth,74,2,57,14,29.4
13/12/2016,Perth,55,4,46,11,19.9
14/12/2016,Perth,54,4,46,6,20.4
15/12/2016,Perth,36,4,25,8,20.2
17/12/2016,Perth,45,3,44,8,19
18/12/2016,Perth,56,3,54,16,26.7
19/12/2016,Perth,49,25,46,14,24.6
20/12/2016,Perth,44,2,20,3,26.7
21/12/2016,Perth,29,7,14,34,29.2
22/12/2016,Perth,69,5,51,14,21.5
23/12/2016,Perth,40,25,31,16,8.7
24/12/2016,Perth,45,2,50,16,19.3
25/12/2016,Perth,50,5,38,8,25.5
26/12/2016,Perth,46,2,47,11,15.9
27/12/2016,Perth,51,11,47,20,28.3
28/12/2016,Perth,51,4,44,14,28.4
29/12/2016,Perth,53,25,46,6,24.4
30/12/2016,Perth,52,20,50,17,23.4
31/12/2016,Perth,54,2,47,11,22.9
1/01/2017,Perth,45,3,40,11,27.5
2/01/2017,Perth,35,4,15,34,26.8
3/01/2017,Perth,27,2,15,8,19.6
4/01/2017,Perth,19,10,12,6,22.9
5/01/2017,Perth,76,2,59,11,26
6/01/2017,Perth,46,7,55,14,26
7/01/2017,Perth,54,23,50,14,25.2
8/01/2017,Perth,43,25,41,16,21
9/01/2017,Perth,43,4,31,11,25.4
10/01/2017,Perth,33,25,27,8,22.7
11/01/2017,Perth,40,25,37,6,24.6
12/01/2017,Perth,51,10,51,16,24.7
13/01/2017,Perth,46,25,42,14,24
14/01/2017,Perth,37,25,18,6,21.8
15/01/2017,Perth,34,22,41,11,24.7
16/01/2017,Perth,57,3,53,19,23.6
17/01/2017,Perth,49,3,29,4,21.9
18/01/2017,Perth,48,4,30,14,22.9
19/01/2017,Perth,54,4,54,16,22.9
20/01/2017,Perth,49,25,46,8,21.4
21/01/2017,Perth,48,23,36,8,14.1
22/01/2017,Perth,61,4,48,16,13.8
23/01/2017,Perth,54,2,45,14,4.5
24/01/2017,Perth,43,3,30,8,10.9
25/01/2017,Perth,32,3,20,6,9.4
26/01/2017,Perth,17,7,9,3,18.4
27/01/2017,Perth,45,25,39,11,21
28/01/2017,Perth,42,25,33,8,21
29/01/2017,Perth,90,23,75,13,19.2
2/02/2017,Perth,72,3,50,34,20.5
3/02/2017,Perth,53,23,44,8,17.3
4/02/2017,Perth,62,2,55,8,19.4
5/02/2017,Perth,55,2,36,4,14.4
6/02/2017,Perth,51,3,30,3,13.9
7/02/2017,Perth,57,22,63,17,19.3
8/02/2017,Perth,52,10,26,8,14.3
9/02/2017,Perth,86,2,85,4,7.1
10/02/2017,Perth,92,7,94,34,17.9
11/02/2017,Perth,74,3,65,6,9.5
12/02/2017,Perth,72,10,55,8,4.7
13/02/2017,Perth,67,4,51,34,10.8
14/02/2017,Perth,72,25,58,3,17.1
15/02/2017,Perth,71,2,52,4,16.6
16/02/2017,Perth,62,25,47,4,10.1
17/02/2017,Perth,53,25,33,3,7.1
18/02/2017,Perth,51,4,32,4,16.5
19/02/2017,Perth,33,5,38,4,16.1
20/02/2017,Perth,65,2,56,8,16.4
21/02/2017,Perth,57,13,45,16,14.7
22/02/2017,Perth,59,3,49,8,16.6
23/02/2017,Perth,58,23,42,4,16
24/02/2017,Perth,42,5,18,4,9
25/02/2017,Perth,28,4,12,33,15.4
26/02/2017,Perth,69,3,53,4,15.2
27/02/2017,Perth,55,22,47,4,13.5
28/02/2017,Perth,57,23,45,4,10.9
1/03/2017,Perth,55,25,34,3,14
2/03/2017,Perth,89,2,81,34,12.2
3/03/2017,Perth,66,22,45,8,14.9
4/03/2017,Perth,51,23,35,4,14.9
5/03/2017,Perth,56,3,29,33,14.8
6/03/2017,Perth,54,8,38,4,8.8
7/03/2017,Perth,73,8,51,6,14
8/03/2017,Perth,57,23,41,34,13.5
9/03/2017,Perth,68,25,43,3,14.4
10/03/2017,Perth,62,5,39,8,8.8
11/03/2017,Perth,58,5,31,6,6.4
12/03/2017,Perth,48,2,87,34,11.7
13/03/2017,Perth,75,3,58,11,7
14/03/2017,Perth,70,5,56,16,11
15/03/2017,Perth,59,5,39,11,4.7
16/03/2017,Perth,52,3,29,27,7.9
17/03/2017,Perth,57,2,60,6,6.4
18/03/2017,Perth,92,3,64,4,8.1
19/03/2017,Perth,56,25,33,6,7.9
20/03/2017,Perth,52,3,33,3,10.5
21/03/2017,Perth,53,3,78,4,5.6
22/03/2017,Perth,70,5,61,6,2.7
23/03/2017,Perth,79,3,61,8,7
24/03/2017,Perth,74,23,56,6,7.3
25/03/2017,Perth,64,2,54,3,5.3
26/03/2017,Perth,48,12,51,16,5.7
27/03/2017,Perth,62,23,36,8,12.1
28/03/2017,Perth,67,8,64,8,12.2
29/03/2017,Perth,53,25,28,6,11.2
30/03/2017,Perth,50,3,28,3,11.7
31/03/2017,Perth,44,22,21,34,10.8
1/04/2017,Perth,51,2,25,33,12.4
2/04/2017,Perth,34,5,20,34,11.6
3/04/2017,Perth,39,22,34,11,9.7
4/04/2017,Perth,64,2,29,34,4.7
5/04/2017,Perth,55,22,37,3,6.8
6/04/2017,Perth,94,8,63,14,6.9
7/04/2017,Perth,56,5,33,27,9
8/04/2017,Perth,58,23,44,8,11.2
9/04/2017,Perth,56,3,26,34,9.8
10/04/2017,Perth,51,25,20,32,8.5
11/04/2017,Perth,38,25,35,4,6.5
12/04/2017,Perth,69,25,52,6,1.9
13/04/2017,Perth,64,2,49,6,10.9
14/04/2017,Perth,73,8,42,3,8
15/04/2017,Perth,73,2,38,34,8.5
16/04/2017,Perth,66,2,54,3,11.3
17/04/2017,Perth,74,3,59,3,5.1
18/04/2017,Perth,72,25,63,6,11.3
19/04/2017,Perth,75,20,52,6,6.2
20/04/2017,Perth,69,8,41,6,8
22/04/2017,Perth,61,22,45,4,11.6
23/04/2017,Perth,70,23,40,3,12.1
24/04/2017,Perth,68,23,47,6,10.2
25/04/2017,Perth,69,2,45,4,9.2
26/04/2017,Perth,58,22,44,8,12
27/04/2017,Perth,51,23,30,3,11.9
28/04/2017,Perth,52,22,37,6,12.1
29/04/2017,Perth,46,22,28,4,11.6
1/05/2017,Perth,62,25,40,34,4.6
2/05/2017,Perth,57,23,33,33,7.5
3/05/2017,Perth,47,3,37,4,7.6
4/05/2017,Perth,78,22,65,3,10.6
6/05/2017,Perth,75,23,42,32,12.6
7/05/2017,Perth,55,3,28,34,12.9
8/05/2017,Perth,56,2,67,4,13
9/05/2017,Perth,87,22,55,4,12.8
10/05/2017,Perth,59,20,39,4,13
11/05/2017,Perth,71,8,45,3,6.9
12/05/2017,Perth,79,25,37,27,12.7
13/05/2017,Perth,67,22,39,34,11.4
14/05/2017,Perth,49,2,62,8,8.8
15/05/2017,Perth,61,10,62,6,13
16/05/2017,Perth,80,25,52,33,12.7
17/05/2017,Perth,79,22,58,3,13.1
18/05/2017,Perth,59,3,37,4,13.8
19/05/2017,Perth,97,23,63,6,13.2
20/05/2017,Perth,86,8,82,33,13.4
21/05/2017,Perth,85,5,74,11,12.1
22/05/2017,Perth,94,22,61,32,14.4
23/05/2017,Perth,99,23,87,32,13.8
24/05/2017,Perth,90,23,55,34,14.4
25/05/2017,Perth,94,22,46,34,13.9
26/05/2017,Perth,90,25,60,3,8.1
27/05/2017,Perth,72,25,50,4,11.8
28/05/2017,Perth,75,23,48,33,14.8
29/05/2017,Perth,69,25,42,34,14
30/05/2017,Perth,51,3,46,34,10.3
1/06/2017,Perth,94,22,60,34,10.5
2/06/2017,Perth,89,25,67,34,15.4
3/06/2017,Perth,96,22,62,33,13.4
4/06/2017,Perth,84,25,57,34,10.1
5/06/2017,Perth,75,22,35,33,15.7
6/06/2017,Perth,52,2,18,33,14.7
8/06/2017,Perth,74,20,31,34,15.8
9/06/2017,Perth,34,3,15,34,5.4
10/06/2017,Perth,41,23,23,3,9.1
11/06/2017,Perth,45,22,20,3,16.9
12/06/2017,Perth,37,2,23,34,16.6
13/06/2017,Perth,43,23,34,33,16.2
14/06/2017,Perth,95,8,63,27,16.5
16/06/2017,Perth,97,20,50,33,15.6
18/06/2017,Perth,67,3,41,32,14.9
19/06/2017,Perth,84,20,55,34,10.6
20/06/2017,Perth,98,23,59,3,17.2
21/06/2017,Perth,89,25,60,6,17.7
22/06/2017,Perth,90,5,75,8,13.5
23/06/2017,Perth,85,2,65,3,16.7
24/06/2017,Perth,62,25,47,3,15.1
25/06/2017,Perth,75,20,49,3,14.2
26/06/2017,Perth,77,23,46,3,14.4
27/06/2017,Perth,78,22,48,3,19.2
28/06/2017,Perth,76,22,47,33,15.9
29/06/2017,Perth,60,23,35,3,15.4
30/06/2017,Perth,46,3,83,14,18.3
1/07/2017,Perth,72,3,95,33,5.7
2/07/2017,Perth,99,1,52,3,19
7/07/2017,Perth,97,1,65,8,20.5
8/07/2017,Perth,95,8,49,34,18.6
9/07/2017,Perth,75,25,44,32,20.2
10/07/2017,Perth,58,25,42,4,21
11/07/2017,Perth,56,5,78,8,21
12/07/2017,Perth,66,4,60,16,21.7
13/07/2017,Perth,97,22,64,3,22
14/07/2017,Perth,84,23,66,27,15.4
15/07/2017,Perth,94,22,89,8,6.7
16/07/2017,Perth,59,2,48,4,13.6
17/07/2017,Perth,72,22,43,27,14.9
18/07/2017,Perth,57,4,33,11,22.5
19/07/2017,Perth,95,2,67,8,23.1
20/07/2017,Perth,79,5,70,8,20.7
21/07/2017,Perth,60,2,69,6,20.4
23/07/2017,Perth,92,2,66,4,24.1
24/07/2017,Perth,99,22,55,3,23
25/07/2017,Perth,99,25,53,4,14.7
26/07/2017,Perth,77,23,71,6,21.8
27/07/2017,Perth,92,3,60,14,16.6
29/07/2017,Perth,74,25,83,4,24
30/07/2017,Perth,88,1,50,33,24.9
31/07/2017,Perth,79,5,70,4,24.8
1/08/2017,Perth,83,22,52,6,18.9
2/08/2017,Perth,93,1,50,33,24.5
3/08/2017,Perth,89,2,92,14,24.5
4/08/2017,Perth,74,23,67,34,16.3
5/08/2017,Perth,78,20,66,3,25.4
6/08/2017,Perth,85,22,50,6,23.5
7/08/2017,Perth,81,25,62,34,7.5
8/08/2017,Perth,83,5,92,14,18.3
9/08/2017,Perth,84,2,69,4,18.2
10/08/2017,Perth,87,25,45,3,10.2
11/08/2017,Perth,66,3,51,8,27.3
13/08/2017,Perth,69,25,74,14,25.6
14/08/2017,Perth,81,14,48,11,24.4
15/08/2017,Perth,54,10,57,14,26.4
16/08/2017,Perth,52,10,47,14,26.8
17/08/2017,Perth,83,25,48,3,27.3
18/08/2017,Perth,50,25,45,34,26.9
19/08/2017,Perth,84,25,54,6,26.3
20/08/2017,Perth,67,5,53,33,20.7
21/08/2017,Perth,72,22,72,33,28.2
22/08/2017,Perth,86,23,52,4,25.9
23/08/2017,Perth,71,25,45,34,23.7
24/08/2017,Perth,60,25,45,6,26.6
25/08/2017,Perth,64,20,52,4,27.3
26/08/2017,Perth,74,25,57,3,28.7
27/08/2017,Perth,50,7,40,4,24
28/08/2017,Perth,69,25,43,33,28.8
29/08/2017,Perth,86,22,91,34,29.8
30/08/2017,Perth,94,8,62,4,22.8
31/08/2017,Perth,92,4,73,4,29.6
1/09/2017,Perth,89,2,65,16,29.6
2/09/2017,Perth,67,25,47,3,30.3
3/09/2017,Perth,59,22,51,3,30.3
4/09/2017,Perth,80,20,54,4,30.5
5/09/2017,Perth,61,2,42,34,30.2
6/09/2017,Perth,47,25,30,34,29.7
7/09/2017,Perth,56,23,35,33,28.4
8/09/2017,Perth,64,25,55,3,29.9
9/09/2017,Perth,92,25,58,4,30.8
10/09/2017,Perth,90,22,54,3,24.8
11/09/2017,Perth,88,25,73,4,28.6
12/09/2017,Perth,74,25,46,8,29.8
13/09/2017,Perth,52,3,29,34,31.5
14/09/2017,Perth,38,22,31,4,29.8
15/09/2017,Perth,50,23,28,13,31.2
17/09/2017,Perth,71,2,57,3,21.6
18/09/2017,Perth,74,23,44,3,15.9
19/09/2017,Perth,75,8,72,3,23.7
20/09/2017,Perth,61,5,60,4,16.2
21/09/2017,Perth,79,13,65,14,30.2
22/09/2017,Perth,85,10,55,22,27.9
23/09/2017,Perth,72,2,54,6,25.9
24/09/2017,Perth,77,2,80,34,31.4
25/09/2017,Perth,89,25,64,3,22.1
26/09/2017,Perth,67,4,45,11,7.7
27/09/2017,Perth,64,8,62,8,30.7
28/09/2017,Perth,81,25,74,33,22
30/09/2017,Perth,69,2,44,34,20
1/10/2017,Perth,53,5,31.1,34,32.1
2/10/2017,Perth,46,1,60,8,33.6
3/10/2017,Perth,63,3,41,14,29.9
4/10/2017,Perth,50,7,35,14,34.2
5/10/2017,Perth,54,3,31,34,33.9
6/10/2017,Perth,48,25,66,6,17.9
7/10/2017,Perth,74,3,51,8,0.5
8/10/2017,Perth,71,25,44,34,30
9/10/2017,Perth,52,22,46,8,34.4
10/10/2017,Perth,64,7,59,8,34.9
11/10/2017,Perth,50,2,48,6,33.7
12/10/2017,Perth,56,3,54,14,31.8
14/10/2017,Perth,64,25,47,11,21.9
15/10/2017,Perth,60,22,56,6,22.4
16/10/2017,Perth,93,5,66,14,23.2
17/10/2017,Perth,71,3,56,8,23.5
18/10/2017,Perth,51,5,45,11,25.9
19/10/2017,Perth,50,3,29,3,31.8
20/10/2017,Perth,38,7,21,3,29
21/10/2017,Perth,36,3,27,8,20.5
22/10/2017,Perth,54,2,50,4,29.4
23/10/2017,Perth,78,25,62,8,23
24/10/2017,Perth,61,2,44,6,30.7
25/10/2017,Perth,70,2,61,4,22.5
26/10/2017,Perth,86,7,62,11,33.8
27/10/2017,Perth,53,2,58,4,30.5
28/10/2017,Perth,63,5,60,8,21.8
30/10/2017,Perth,51,25,40,4,33.6
31/10/2017,Perth,57,25,49,8,28.4
2/11/2017,Perth,58,4,39,3,25.8
3/11/2017,Perth,56,25,51,8,25.5
4/11/2017,Perth,50,25,36,6,31.6
5/11/2017,Perth,44,5,21,3,31.2
6/11/2017,Perth,36,3,16,3,35.2
7/11/2017,Perth,28,5,16,34,33.8
8/11/2017,Perth,33,3,27,8,28.2
9/11/2017,Perth,46,2,35,4,34.2
10/11/2017,Perth,46,22,44,8,34.3
11/11/2017,Perth,34,23,34,6,31.4
12/11/2017,Perth,48,25,53,16,33.1
13/11/2017,Perth,60,25,55,17,31.3
14/11/2017,Perth,54,3,23,11,31.3
15/11/2017,Perth,48,3,24,3,30.3
16/11/2017,Perth,36,7,30,6,33.6
17/11/2017,Perth,68,3,54,8,32.4
18/11/2017,Perth,66,3,55,6,31
19/11/2017,Perth,60,22,52,8,31.7
20/11/2017,Perth,53,3,46,8,32.4
21/11/2017,Perth,55,7,42,14,32
22/11/2017,Perth,39,4,17,3,32.9
23/11/2017,Perth,41,25,25,4,32.3
24/11/2017,Perth,37,23,27,8,25.5
25/11/2017,Perth,53,4,46,14,27.5
26/11/2017,Perth,46,2,46,11,27.4
27/11/2017,Perth,56,22,62,8,30.8
28/11/2017,Perth,53,4,54,14,32
29/11/2017,Perth,53,5,45,14,23
30/11/2017,Perth,48,23,42,17,29.8
1/12/2017,Perth,38,3,40,8,21.6
2/12/2017,Perth,32,2,23,11,30.7
3/12/2017,Perth,23,5,16,34,30.9
4/12/2017,Perth,95,25,69,32,30.1
5/12/2017,Perth,57,25,59,14,22.7
6/12/2017,Perth,46,3,48,14,14.4
7/12/2017,Perth,51,2,40,11,28.1
8/12/2017,Perth,36,5,15,34,13.3
9/12/2017,Perth,23,4,60,34,22.7
10/12/2017,Perth,35,25,29,6,27.3
11/12/2017,Perth,31,23,31,8,17.9
12/12/2017,Perth,64,3,56,14,26.5
13/12/2017,Perth,50,4,52,11,25.1
14/12/2017,Perth,52,25,48,14,5.7
15/12/2017,Perth,49,2,49,16,15.5
16/12/2017,Perth,49,22,61,16,17.8
17/12/2017,Perth,57,10,49,11,19.9
18/12/2017,Perth,82,7,63,20,14.6
19/12/2017,Perth,57,7,50,11,4.3
20/12/2017,Perth,46,2,41,8,14.2
21/12/2017,Perth,35,23,16,8,20.6
22/12/2017,Perth,37,22,31,4,26.7
23/12/2017,Perth,48,2,37,6,24.3
24/12/2017,Perth,46,3,33,6,22.2
25/12/2017,Perth,37,22,33,6,16.4
26/12/2017,Perth,62,25,51,8,3.1
27/12/2017,Perth,51,4,42,17,23.5
28/12/2017,Perth,50,2,48,19,28
29/12/2017,Perth,50,2,42,11,27
30/12/2017,Perth,46,3,35,11,11.4
31/12/2017,Perth,46,23,43,11,17.2
1/01/2018,Perth,44,3,37,14,25.5
2/01/2018,Perth,42,2,30,6,15.9
4/01/2018,Perth,38,23,35,6,25.5
5/01/2018,Perth,50,2,64,17,3.6
6/01/2018,Perth,43,4,42,8,18.5
7/01/2018,Perth,40,25,37,16,12.8
8/01/2018,Perth,49,3,21,4,24.4
9/01/2018,Perth,45,3,38,8,21.5
10/01/2018,Perth,50,3,58,17,11.2
11/01/2018,Perth,54,7,48,11,20.9
12/01/2018,Perth,51,4,50,14,21.9
13/01/2018,Perth,46,4,20,3,22.7
14/01/2018,Perth,27,3,28,14,21.6
15/01/2018,Perth,75,3,95,34,15.8
17/01/2018,Perth,92,22,82,8,20
18/01/2018,Perth,71,7,43,33,18.4
19/01/2018,Perth,52,3,31,3,17.3
20/01/2018,Perth,47,3,38,11,20.2
21/01/2018,Perth,54,23,51,11,20.1
22/01/2018,Perth,59,3,42,3,16.4
23/01/2018,Perth,62,23,45,4,15.5
24/01/2018,Perth,61,25,46,16,17.4
25/01/2018,Perth,59,25,52,16,15.8
26/01/2018,Perth,56,3,47,6,17.9
27/01/2018,Perth,66,3,54,14,19.4
29/01/2018,Perth,44,4,25,8,6.9
30/01/2018,Perth,44,4,23,4,16.8
